"告示番号※2",施設名,医療機関コード,都道府県,病院類型,DPC算定病床数,DPC算定病床の入院基本料,"DPC算定病床割合※3","精神病床数※4",療養病床数,結核病床数,"病床総数※5"
660,福岡大学筑紫病院,1719129,福岡,平成20年度DPC参加病院,345,一般7対1,100.0%,0,0,0,345
661,医療法人　天神会　古賀病院21,2219467,福岡,平成20年度DPC参加病院,160,一般7対1,80.0%,0,0,0,200
662,地方独立行政法人　筑後市立病院,2319010,福岡,平成20年度DPC参加病院,214,一般10対1,96.4%,0,0,0,222
663,医療法人社団シマダ　嶋田病院,2619120,福岡,平成20年度DPC参加病院,100,一般7対1,66.7%,0,0,0,150
664,医療法人聖峰会　田主丸中央病院,2710077,福岡,平成20年度DPC参加病院,127,一般7対1,35.3%,110,0,0,360
665,大牟田市立病院,4419958,福岡,平成20年度DPC参加病院,342,一般7対1,97.7%,0,0,0,350
666,医療法人親仁会　米の山病院,4419172,福岡,平成20年度DPC参加病院,119,一般7対1,54.3%,0,0,0,219
667,社会保険田川病院,5619051,福岡,平成20年度DPC参加病院,329,一般10対1,94.5%,0,0,0,348
668,福岡新水巻病院,6119523,福岡,平成20年度DPC参加病院,212,一般7対1,100.0%,0,0,0,212
669,社会医療法人共愛会　戸畑共立病院,6419139,福岡,平成20年度DPC参加病院,210,一般7対1,100.0%,0,0,0,210
670,社会医療法人　陽明会　小波瀬病院,7319072,福岡,平成20年度DPC参加病院,119,一般7対1,41.3%,0,52,0,288
671,社会医療法人財団　池友会　新小文字病院,7619869,福岡,平成20年度DPC参加病院,229,一般7対1,100.0%,0,0,0,229
672,健和会大手町病院,7719420,福岡,平成20年度DPC参加病院,419,一般7対1,66.0%,0,0,0,635
673,北九州総合病院,7719552,福岡,平成20年度DPC参加病院,360,一般7対1,100.0%,0,0,0,360
674,やよいがおか鹿毛病院,0311935,佐賀,平成20年度DPC参加病院,94,一般7対1,61.8%,0,0,0,152
675,白石共立病院,1610954,佐賀,平成20年度DPC参加病院,98,一般7対1,65.3%,0,0,0,150
676,社会福祉法人　恩賜財団　済生会唐津病院,9810713,佐賀,平成20年度DPC参加病院,148,一般7対1,76.7%,0,45,0,193
677,社会医療法人　長崎記念病院,0118214,長崎,平成20年度DPC参加病院,164,一般10対1,64.1%,0,44,0,256
678,医療法人　伴帥会　愛野記念病院,1421484,長崎,平成20年度DPC参加病院,168,一般10対1,64.6%,0,36,0,260
679,医療法人栄和会泉川病院,1421963,長崎,平成20年度DPC参加病院,108,一般7対1,90.0%,0,0,0,120
680,独立行政法人国立病院機構長崎川棚医療センター,8010165,長崎,平成20年度DPC参加病院,204,一般7対1,71.6%,0,0,5,285
681,国家公務員共済組合連合会　佐世保共済病院,8110031,長崎,平成20年度DPC参加病院,296,一般7対1,86.1%,0,40,0,344
682,社会福祉法人　恩賜財団　済生会長崎病院,8113308,長崎,平成20年度DPC参加病院,201,一般7対1,98.1%,0,0,0,205
683,長崎県島原病院,8124529,長崎,平成20年度DPC参加病院,229,一般7対1,90.2%,0,0,0,254
684,医療法人社団寿量会熊本機能病院,0119468,熊本,平成20年度DPC参加病院,201,一般7対1,49.0%,0,0,0,410
685,高野病院,0119609,熊本,平成20年度DPC参加病院,148,一般10対1,89.2%,0,0,0,166
686,社会医療法人社団　熊本丸田会　熊本整形外科病院,0128105,熊本,平成20年度DPC参加病院,192,一般10対1,94.1%,0,0,0,204
687,社会医療法人社団熊本丸田会　熊本リハビリテーション病院,2611140,熊本,平成20年度DPC参加病院,97,一般10対1,43.1%,0,0,0,225
688,独立行政法人　労働者健康福祉機構　熊本労災病院,8210947,熊本,平成20年度DPC参加病院,410,一般7対1,100.0%,0,0,0,410
689,公立玉名中央病院,8212075,熊本,平成20年度DPC参加病院,232,一般7対1,76.8%,0,0,0,302
690,社会医療法人財団　天心堂　へつぎ病院,0117925,大分,平成20年度DPC参加病院,131,一般7対1,75.7%,0,0,0,173
691,川嶌整形外科病院,0311593,大分,平成20年度DPC参加病院,63,一般7対1,67.7%,0,0,0,93
692,中津市立中津市民病院,0312153,大分,平成20年度DPC参加病院,250,一般7対1,100.0%,0,0,0,250
693,大分赤十字病院,8310043,大分,平成20年度DPC参加病院,340,一般7対1,100.0%,0,0,0,340
694,大分県立病院,8310100,大分,平成20年度DPC参加病院,562,一般7対1,99.3%,0,0,0,566
695,（財）潤和リハビリテーション振興財団潤和会記念病院,0113485,宮崎,平成20年度DPC参加病院,199,一般7対1,44.6%,0,54,0,446
696,医療法人　同心会　古賀総合病院,0115043,宮崎,平成20年度DPC参加病院,271,一般7対1,74.7%,92,0,0,363
697,県立延岡病院,8110087,宮崎,平成20年度DPC参加病院,386,一般7対1,100.0%,0,0,0,386
698,今給黎総合病院,0112072,鹿児島,平成20年度DPC参加病院,450,一般7対1,100.0%,0,0,0,450
699,社会医療法人緑泉会整形外科米盛病院,0115877,鹿児島,平成20年度DPC参加病院,84,一般7対1,89.4%,0,0,0,94
700,相良　病院,0120687,鹿児島,平成20年度DPC参加病院,56,一般10対1,70.0%,0,0,0,80
701,小倉記念病院,0310874,鹿児島,平成20年度DPC参加病院,129,一般7対1,100.0%,0,0,0,129
702,池田　病院,0310940,鹿児島,平成20年度DPC参加病院,52,一般7対1,33.6%,0,69,0,155
703,出水郡医師会立　阿久根市民病院,0610372,鹿児島,平成20年度DPC参加病院,164,一般7対1,76.6%,0,0,0,214
704,出水総合医療センター,0810113,鹿児島,平成20年度DPC参加病院,223,一般7対1,81.1%,0,0,0,275
705,独立行政法人国立病院機構鹿児島医療センター,8010039,鹿児島,平成20年度DPC参加病院,366,一般7対1,100.0%,0,0,0,366
706,医療法人おもと会　大浜第一病院,0117401,沖縄,平成20年度DPC参加病院,173,一般7対1,80.8%,0,0,0,214
707,地方独立行政法人　那覇市立病院,0117153,沖縄,平成20年度DPC参加病院,470,一般7対1,100.0%,0,0,0,470
708,沖縄協同病院,0117310,沖縄,平成20年度DPC参加病院,280,一般7対1,100.0%,0,0,0,280
709,医療法人沖縄徳洲会　中部徳洲会病院,0412463,沖縄,平成20年度DPC参加病院,319,一般10対1,100.0%,0,0,0,319
710,社団法人　北部地区医師会病院,0910508,沖縄,平成20年度DPC参加病院,200,一般7対1,100.0%,0,0,0,200
711,医療法人　沖縄徳洲会　南部徳洲会病院,2311846,沖縄,平成20年度DPC参加病院,302,一般10対1,88.1%,0,0,0,343
712,沖縄県立中部病院,8110028,沖縄,平成20年度DPC参加病院,550,一般10対1,100.0%,0,0,0,550
713,沖縄赤十字病院,8110101,沖縄,平成20年度DPC参加病院,302,一般7対1,96.2%,0,0,0,314
714,沖縄県立北部病院,8110150,沖縄,平成20年度DPC参加病院,293,一般10対1,100.0%,0,0,0,293
715,沖縄県立　南部医療センター・こども医療センター,8110176,沖縄,平成20年度DPC参加病院,395,一般7対1,98.8%,5,0,0,400
716,ＫＫＲ札幌医療センター　斗南病院,0111085,北海道,平成21年度DPC参加病院,243,一般10対1,100.0%,0,0,0,243
717,ＪＡ北海道厚生連　札幌厚生病院,0116258,北海道,平成21年度DPC参加病院,494,一般7対1,100.0%,0,0,0,494
718,医療法人社団　北腎会　坂泌尿器科病院,0215894,北海道,平成21年度DPC参加病院,40,一般10対1,100.0%,0,0,0,40
719,北光記念病院,0216348,北海道,平成21年度DPC参加病院,145,一般7対1,100.0%,0,0,0,145
720,医療法人社団　愛心館　愛心メモリアル病院,0216546,北海道,平成21年度DPC参加病院,71,一般7対1,100.0%,0,0,0,71
721,医療法人　柏葉脳神経外科病院,0314119,北海道,平成21年度DPC参加病院,100,一般7対1,69.4%,0,0,0,144
722,医療法人　徳洲会　札幌徳洲会病院,0314820,北海道,平成21年度DPC参加病院,285,一般7対1,94.7%,0,0,0,301
723,社会医療法人　恵和会　西岡病院,0315249,北海道,平成21年度DPC参加病院,40,一般7対1,40.8%,0,50,0,98
724,医療法人社団　エス・エス・ジェイ　札幌整形循環器病院,0316213,北海道,平成21年度DPC参加病院,108,一般10対1,59.7%,0,0,0,181
725,特定医療法人　康和会　札幌しらかば台病院,0319423,北海道,平成21年度DPC参加病院,50,一般7対1,19.1%,0,150,0,262
726,医療法人社団明生会　琴似ロイヤル病院,0412459,北海道,平成21年度DPC参加病院,33,一般7対1,18.0%,0,0,0,183
727,社会医療法人　禎心会　新札幌恵愛会病院,0512332,北海道,平成21年度DPC参加病院,78,一般10対1,90.7%,0,0,0,86
728,医療法人　渓和会　江別病院,1013454,北海道,平成21年度DPC参加病院,200,一般10対1,100.0%,0,0,0,200
729,市立千歳市民病院,1111654,北海道,平成21年度DPC参加病院,182,一般7対1,95.8%,0,0,0,190
730,医療法人社団　我汝会　えにわ病院,1210787,北海道,平成21年度DPC参加病院,120,一般7対1,80.0%,0,0,0,150
731,函館市医師会病院,1414439,北海道,平成21年度DPC参加病院,193,一般7対1,80.4%,0,0,0,240
732,社会福祉法人　北海道社会事業協会　小樽病院,2010087,北海道,平成21年度DPC参加病院,240,一般10対1,100.0%,0,0,0,240
733,ＪＡ北海道厚生連　倶知安厚生病院,2210067,北海道,平成21年度DPC参加病院,230,一般10対1,65.7%,120,0,0,350
734,ＪＡ北海道厚生連　旭川厚生病院,2914577,北海道,平成21年度DPC参加病院,539,一般7対1,100.0%,0,0,0,539
735,名寄市立総合病院,3211437,北海道,平成21年度DPC参加病院,304,一般10対1,64.8%,165,0,0,469
736,医療法人社団　平成醫塾　苫小牧東病院,3612816,北海道,平成21年度DPC参加病院,50,一般10対1,19.2%,0,106,0,260
737,王子総合病院,3612931,北海道,平成21年度DPC参加病院,440,一般7対1,100.0%,0,0,0,440
738,苫小牧市立病院,3613657,北海道,平成21年度DPC参加病院,382,一般7対1,100.0%,0,0,0,382
739,市立釧路総合病院,4111859,北海道,平成21年度DPC参加病院,539,一般7対1,83.8%,94,0,10,643
740,ＪＡ北海道厚生連　帯広厚生病院,4610413,北海道,平成21年度DPC参加病院,678,一般7対1,90.6%,70,0,0,748
741,社会福祉法人　北海道社会事業協会　帯広病院,4613292,北海道,平成21年度DPC参加病院,360,一般7対1,100.0%,0,0,0,360
742,ＪＡ北海道厚生連　網走厚生病院,5310021,北海道,平成21年度DPC参加病院,366,一般10対1,100.0%,0,0,0,366
743,社会医療法人　明生会　網走脳神経外科・リハビリテーション病院　※8,5311623,北海道,平成21年度DPC参加病院,63,一般10対1,71.6%,0,0,0,88
744,ＪＡ北海道厚生連　遠軽厚生病院,5410698,北海道,平成21年度DPC参加病院,292,一般10対1,85.4%,0,50,0,342
745,独立行政法人労働者健康福祉機構　北海道中央労災病院,5710279,北海道,平成21年度DPC参加病院,292,一般10対1,93.6%,0,0,12,312
746,留萌市立病院,6411372,北海道,平成21年度DPC参加病院,248,一般10対1,83.2%,0,50,0,298
747,砂川市立病院,7110460,北海道,平成21年度DPC参加病院,396,一般7対1,76.0%,103,0,6,521
748,滝川市立病院,7510016,北海道,平成21年度DPC参加病院,292,一般7対1,83.4%,50,0,0,350
749,独立行政法人国立病院機構　旭川医療センター,8010123,北海道,平成21年度DPC参加病院,240,一般10対1,77.4%,0,0,20,310
750,社団法人慈恵会　青森慈恵会病院,0114450,青森,平成21年度DPC参加病院,40,一般10対1,12.1%,0,36,0,332
751,独立行政法人労働者健康福祉機構　青森労災病院,0311262,青森,平成21年度DPC参加病院,396,一般10対1,83.5%,0,0,0,474
752,八戸赤十字病院,0312542,青森,平成21年度DPC参加病院,374,一般7対1,86.2%,60,0,0,434
753,医療法人　平成会　八戸平和病院,0314456,青森,平成21年度DPC参加病院,121,一般7対1,100.0%,0,0,0,121
754,岩手県立大船渡病院,0310537,岩手,平成21年度DPC参加病院,374,一般10対1,76.5%,105,0,10,489
755,岩手県立磐井病院,0911458,岩手,平成21年度DPC参加病院,281,一般10対1,89.2%,0,0,10,315
756,岩手県立二戸病院,1310122,岩手,平成21年度DPC参加病院,271,一般10対1,93.8%,0,0,10,289
757,岩手県立胆沢病院,1510424,岩手,平成21年度DPC参加病院,331,一般7対1,94.3%,0,0,20,351
758,公立刈田綜合病院,0610026,宮城,平成21年度DPC参加病院,313,一般10対1,98.7%,0,0,4,317
759,財団法人厚生会仙台厚生病院,5110014,宮城,平成21年度DPC参加病院,383,一般7対1,100.0%,0,0,0,383
760,公益財団法人仙台市医療センター　仙台オープン病院,5210806,宮城,平成21年度DPC参加病院,320,一般7対1,100.0%,0,0,0,320
761,中嶋病院,5211127,宮城,平成21年度DPC参加病院,101,一般10対1,66.9%,0,25,0,151
762,財団法人宮城県成人病予防協会附属　仙台循環器病センター,5510346,宮城,平成21年度DPC参加病院,153,一般7対1,100.0%,0,0,0,153
763,医療法人徳洲会仙台徳洲会病院,5510502,宮城,平成21年度DPC参加病院,315,一般10対1,100.0%,0,0,0,315
764,医療法人松田会松田病院,5510577,宮城,平成21年度DPC参加病院,55,一般7対1,44.0%,0,0,0,125
765,社会医療法人明和会　中通総合病院,0111206,秋田,平成21年度DPC参加病院,475,一般7対1,88.1%,0,48,0,539
766,秋田組合総合病院,0114424,秋田,平成21年度DPC参加病院,479,一般7対1,100.0%,0,0,0,479
767,市立横手病院,0311277,秋田,平成21年度DPC参加病院,213,一般10対1,93.0%,0,0,0,229
768,平鹿総合病院,0311384,秋田,平成21年度DPC参加病院,580,一般7対1,99.0%,0,0,6,586
769,由利組合総合病院,0510605,秋田,平成21年度DPC参加病院,564,一般7対1,93.4%,0,0,0,604
770,仙北組合総合病院,0810013,秋田,平成21年度DPC参加病院,483,一般10対1,93.8%,0,0,4,515
771,公立学校共済組合　東北中央病院,0110041,山形,平成21年度DPC参加病院,209,一般7対1,96.3%,0,0,0,217
772,米沢市立病院,0410334,山形,平成21年度DPC参加病院,335,一般10対1,80.0%,76,0,0,419
773,日本海総合病院,0812497,山形,平成21年度DPC参加病院,648,一般7対1,100.0%,0,0,0,648
774,山形県立河北病院,2310466,山形,平成21年度DPC参加病院,225,一般10対1,100.0%,0,0,0,225
775,公立置賜総合病院,2610493,山形,平成21年度DPC参加病院,500,一般10対1,96.2%,20,0,0,520
776,財団法人大原綜合病院,0110016,福島,平成21年度DPC参加病院,429,一般10対1,100.0%,0,0,0,429
777,綜合病院福島赤十字病院,0110974,福島,平成21年度DPC参加病院,309,一般7対1,88.3%,41,0,0,350
778,財団法人脳神経疾患研究所附属　南東北福島病院,0116278,福島,平成21年度DPC参加病院,114,一般10対1,55.6%,0,0,0,205
779,済生会福島総合病院,0116989,福島,平成21年度DPC参加病院,216,一般10対1,100.0%,0,0,0,216
780,福島県立会津総合病院,0210014,福島,平成21年度DPC参加病院,156,一般7対1,58.0%,47,0,50,269
781,財団法人星総合病院,0311671,福島,平成21年度DPC参加病院,512,一般7対1,100.0%,0,0,0,512
782,独立行政法人労働者健康福祉機構福島労災病院,0411489,福島,平成21年度DPC参加病院,340,一般10対1,86.7%,0,0,0,392
783,福島県厚生農業協同組合連合会白河厚生総合病院,0511429,福島,平成21年度DPC参加病院,447,一般7対1,94.9%,0,0,12,471
784,公立岩瀬病院,0710021,福島,平成21年度DPC参加病院,219,一般7対1,100.0%,0,0,0,219
785,北福島医療センター,1310318,福島,平成21年度DPC参加病院,188,一般7対1,83.2%,0,0,0,226
786,医療法人　聖麗会　聖麗メモリアル病院,0211953,茨城,平成21年度DPC参加病院,72,一般7対1,100.0%,0,0,0,72
787,医療法人茨城愛心会古河病院,0410829,茨城,平成21年度DPC参加病院,96,一般10対1,60.0%,0,54,0,160
788,公益社団法人地域医療振興協会　石岡第一病院,0510875,茨城,平成21年度DPC参加病院,126,一般7対1,100.0%,0,0,0,126
789,北茨城市立総合病院,1510148,茨城,平成21年度DPC参加病院,199,一般7対1,100.0%,0,0,0,199
790,茨城県立中央病院,1610310,茨城,平成21年度DPC参加病院,475,一般7対1,95.0%,0,0,25,500
791,牛久愛和総合病院,1910025,茨城,平成21年度DPC参加病院,294,一般7対1,58.3%,0,59,0,504
792,財団法人筑波麓仁会　筑波学園病院,2010049,茨城,平成21年度DPC参加病院,298,一般10対1,90.0%,0,0,33,331
793,医療法人社団　光仁会　総合守谷第一病院,2410025,茨城,平成21年度DPC参加病院,203,一般7対1,100.0%,0,0,0,203
794,守谷慶友病院,2410132,茨城,平成21年度DPC参加病院,84,一般10対1,57.5%,0,0,0,146
